
> enterprise-auth-backend@1.0.0 dev
> nodemon --exec "ts-node --transpile-only" src/server.ts

[33m[nodemon] 3.1.11[39m
[33m[nodemon] to restart at any time, enter `rs`[39m
[33m[nodemon] watching path(s): src\**\* prisma\**\*[39m
[33m[nodemon] watching extensions: ts,json[39m
[32m[nodemon] starting `ts-node --transpile-only src/server.ts`[39m
🚀 Server running on port 5000
📱 Environment: development
[Scheduler] Auto-complete scheduler started (runs every minute)
[Cron] Session reminder job registered (every 30 min).
[Announcement-Scheduler] Worker started (every 60 seconds)
[2026-06-02T16:46:19.501Z] OPTIONS /api/auth/refresh
[2026-06-02T16:46:19.503Z] POST /api/auth/refresh
[2026-06-02T16:46:19.813Z] GET /api/auth/me
[2026-06-02T16:46:19.824Z] POST /api/auth/refresh
[2026-06-02T16:46:30.065Z] GET /api/trainer/enrollments
[2026-06-02T16:46:30.083Z] GET /api/trainer/courses
[2026-06-02T16:46:30.086Z] GET /api/auth/me
[2026-06-02T16:46:30.089Z] OPTIONS /api/auth/refresh
[2026-06-02T16:46:30.092Z] POST /api/auth/refresh
[2026-06-02T16:46:30.357Z] GET /api/auth/me
[2026-06-02T16:46:30.363Z] POST /api/auth/refresh
[2026-06-02T16:46:42.559Z] OPTIONS /api/notifications/unread-count
[2026-06-02T16:46:42.561Z] OPTIONS /api/notifications/unread-count
[2026-06-02T16:46:42.581Z] GET /api/notifications/unread-count
[2026-06-02T16:46:42.621Z] OPTIONS /api/trainer/enrollments
[2026-06-02T16:46:42.638Z] GET /api/trainer/enrollments
[2026-06-02T16:46:42.647Z] GET /api/notifications/unread-count
[2026-06-02T16:46:46.077Z] GET /api/notifications/unread-count
[2026-06-02T16:47:05.211Z] OPTIONS /api/trainer/enrollments
[2026-06-02T16:47:05.214Z] GET /api/trainer/enrollments
[2026-06-02T16:47:16.211Z] OPTIONS /api/notifications/unread-count
[2026-06-02T16:47:16.226Z] GET /api/notifications/unread-count
[2026-06-02T16:47:25.022Z] OPTIONS /api/notifications/unread-count
[2026-06-02T16:47:25.034Z] GET /api/notifications/unread-count
[2026-06-02T16:47:34.734Z] OPTIONS /api/trainer/enrollments
[2026-06-02T16:47:34.737Z] GET /api/trainer/enrollments
[2026-06-02T16:47:46.207Z] OPTIONS /api/notifications/unread-count
[2026-06-02T16:47:46.210Z] GET /api/notifications/unread-count
[2026-06-02T16:48:05.211Z] OPTIONS /api/trainer/enrollments
[2026-06-02T16:48:05.228Z] GET /api/trainer/enrollments
[2026-06-02T16:48:16.212Z] OPTIONS /api/notifications/unread-count
[2026-06-02T16:48:16.214Z] GET /api/notifications/unread-count
[2026-06-02T16:48:16.221Z] OPTIONS /api/auth/refresh
[2026-06-02T16:48:16.223Z] POST /api/auth/refresh
[2026-06-02T16:48:16.267Z] GET /api/notifications/unread-count
[2026-06-02T16:48:20.825Z] GET /api/notifications/unread-count
[2026-06-02T16:48:35.212Z] OPTIONS /api/trainer/enrollments
[2026-06-02T16:48:35.226Z] GET /api/trainer/enrollments
[2026-06-02T16:48:46.215Z] OPTIONS /api/notifications/unread-count
[2026-06-02T16:48:46.228Z] GET /api/notifications/unread-count
[2026-06-02T16:49:05.211Z] OPTIONS /api/trainer/enrollments
[2026-06-02T16:49:05.214Z] GET /api/trainer/enrollments
[2026-06-02T16:49:08.046Z] OPTIONS /api/notifications/unread-count
[2026-06-02T16:49:08.053Z] GET /api/notifications/unread-count
[2026-06-02T16:49:16.090Z] OPTIONS /api/notifications/unread-count
[2026-06-02T16:49:16.093Z] GET /api/notifications/unread-count
[2026-06-02T16:49:28.538Z] OPTIONS /api/notifications/unread-count
[2026-06-02T16:49:28.560Z] GET /api/notifications/unread-count
[2026-06-02T16:49:34.723Z] OPTIONS /api/trainer/enrollments
[2026-06-02T16:49:34.725Z] GET /api/trainer/enrollments
[2026-06-02T16:49:46.210Z] OPTIONS /api/notifications/unread-count
[2026-06-02T16:49:46.220Z] GET /api/notifications/unread-count
[2026-06-02T16:50:05.211Z] OPTIONS /api/trainer/enrollments
[2026-06-02T16:50:05.229Z] GET /api/trainer/enrollments
[2026-06-02T16:50:16.210Z] OPTIONS /api/notifications/unread-count
[2026-06-02T16:50:16.226Z] GET /api/notifications/unread-count
[2026-06-02T16:50:20.699Z] GET /api/notifications/unread-count
[2026-06-02T16:50:34.858Z] OPTIONS /api/trainer/enrollments
[2026-06-02T16:50:34.978Z] GET /api/trainer/enrollments
[2026-06-02T16:50:46.088Z] OPTIONS /api/notifications/unread-count
[2026-06-02T16:50:46.097Z] GET /api/notifications/unread-count
[2026-06-02T16:51:04.724Z] OPTIONS /api/trainer/enrollments
[2026-06-02T16:51:04.726Z] GET /api/trainer/enrollments
[2026-06-02T16:51:16.084Z] OPTIONS /api/notifications/unread-count
[2026-06-02T16:51:16.102Z] GET /api/notifications/unread-count
[2026-06-02T16:51:34.739Z] OPTIONS /api/trainer/enrollments
[2026-06-02T16:51:34.741Z] GET /api/trainer/enrollments
[2026-06-02T16:51:46.091Z] OPTIONS /api/notifications/unread-count
[2026-06-02T16:51:46.109Z] GET /api/notifications/unread-count
[2026-06-02T16:52:04.730Z] OPTIONS /api/trainer/enrollments
[2026-06-02T16:52:04.733Z] GET /api/trainer/enrollments
[2026-06-02T16:52:16.084Z] OPTIONS /api/notifications/unread-count
[2026-06-02T16:52:16.101Z] GET /api/notifications/unread-count
[2026-06-02T16:52:34.727Z] OPTIONS /api/trainer/enrollments
[2026-06-02T16:52:34.746Z] GET /api/trainer/enrollments
[2026-06-02T16:52:46.080Z] OPTIONS /api/notifications/unread-count
[2026-06-02T16:52:46.098Z] GET /api/notifications/unread-count
[2026-06-02T16:53:04.738Z] OPTIONS /api/trainer/enrollments
[2026-06-02T16:53:04.740Z] GET /api/trainer/enrollments
[2026-06-02T16:53:16.092Z] OPTIONS /api/notifications/unread-count
[2026-06-02T16:53:16.115Z] GET /api/notifications/unread-count
[2026-06-02T16:53:34.736Z] OPTIONS /api/trainer/enrollments
[2026-06-02T16:53:34.739Z] GET /api/trainer/enrollments
[2026-06-02T16:53:46.086Z] OPTIONS /api/notifications/unread-count
[2026-06-02T16:53:46.103Z] GET /api/notifications/unread-count
[2026-06-02T16:54:04.727Z] OPTIONS /api/trainer/enrollments
[2026-06-02T16:54:04.744Z] GET /api/trainer/enrollments
[2026-06-02T16:54:16.090Z] OPTIONS /api/notifications/unread-count
[2026-06-02T16:54:16.108Z] GET /api/notifications/unread-count
[2026-06-02T16:54:34.729Z] OPTIONS /api/trainer/enrollments
[2026-06-02T16:54:34.733Z] GET /api/trainer/enrollments
[2026-06-02T16:54:46.090Z] OPTIONS /api/notifications/unread-count
[2026-06-02T16:54:46.108Z] GET /api/notifications/unread-count
[2026-06-02T16:55:04.734Z] OPTIONS /api/trainer/enrollments
[2026-06-02T16:55:04.750Z] GET /api/trainer/enrollments
[2026-06-02T16:55:16.087Z] OPTIONS /api/notifications/unread-count
[2026-06-02T16:55:16.090Z] GET /api/notifications/unread-count
[2026-06-02T16:55:34.727Z] OPTIONS /api/trainer/enrollments
[2026-06-02T16:55:34.730Z] GET /api/trainer/enrollments
[2026-06-02T16:55:46.076Z] OPTIONS /api/notifications/unread-count
[2026-06-02T16:55:46.078Z] GET /api/notifications/unread-count
[2026-06-02T16:56:04.735Z] OPTIONS /api/trainer/enrollments
[2026-06-02T16:56:04.738Z] GET /api/trainer/enrollments
[2026-06-02T16:56:16.083Z] OPTIONS /api/notifications/unread-count
[2026-06-02T16:56:16.086Z] GET /api/notifications/unread-count
[2026-06-02T16:56:34.739Z] OPTIONS /api/trainer/enrollments
[2026-06-02T16:56:34.743Z] GET /api/trainer/enrollments
[2026-06-02T16:56:46.085Z] OPTIONS /api/notifications/unread-count
[2026-06-02T16:56:46.095Z] GET /api/notifications/unread-count
[2026-06-02T16:57:04.728Z] OPTIONS /api/trainer/enrollments
[2026-06-02T16:57:04.730Z] GET /api/trainer/enrollments
[2026-06-02T16:57:16.082Z] OPTIONS /api/notifications/unread-count
[2026-06-02T16:57:16.084Z] GET /api/notifications/unread-count
[2026-06-02T16:57:34.730Z] OPTIONS /api/trainer/enrollments
[2026-06-02T16:57:34.733Z] GET /api/trainer/enrollments
[2026-06-02T16:57:46.081Z] OPTIONS /api/notifications/unread-count
[2026-06-02T16:57:46.085Z] GET /api/notifications/unread-count
[2026-06-02T16:58:04.735Z] OPTIONS /api/trainer/enrollments
[2026-06-02T16:58:04.750Z] GET /api/trainer/enrollments
[2026-06-02T16:58:16.079Z] OPTIONS /api/notifications/unread-count
[2026-06-02T16:58:16.097Z] GET /api/notifications/unread-count
[2026-06-02T16:58:34.726Z] OPTIONS /api/trainer/enrollments
[2026-06-02T16:58:34.729Z] GET /api/trainer/enrollments
[2026-06-02T16:58:46.087Z] OPTIONS /api/notifications/unread-count
[2026-06-02T16:58:46.090Z] GET /api/notifications/unread-count
[2026-06-02T16:59:04.727Z] OPTIONS /api/trainer/enrollments
[2026-06-02T16:59:04.744Z] GET /api/trainer/enrollments
[2026-06-02T16:59:16.086Z] OPTIONS /api/notifications/unread-count
[2026-06-02T16:59:16.103Z] GET /api/notifications/unread-count
[2026-06-02T16:59:34.736Z] OPTIONS /api/trainer/enrollments
[2026-06-02T16:59:34.753Z] GET /api/trainer/enrollments
[2026-06-02T16:59:46.086Z] OPTIONS /api/notifications/unread-count
[2026-06-02T16:59:46.089Z] GET /api/notifications/unread-count
[Cron] Running session reminder check...
[2026-06-02T17:00:04.728Z] OPTIONS /api/trainer/enrollments
[2026-06-02T17:00:04.746Z] GET /api/trainer/enrollments
[2026-06-02T17:00:16.091Z] OPTIONS /api/notifications/unread-count
[2026-06-02T17:00:16.094Z] GET /api/notifications/unread-count
[2026-06-02T17:00:34.739Z] OPTIONS /api/trainer/enrollments
[2026-06-02T17:00:34.743Z] GET /api/trainer/enrollments
[2026-06-02T17:00:46.084Z] OPTIONS /api/notifications/unread-count
[2026-06-02T17:00:46.088Z] GET /api/notifications/unread-count
[2026-06-02T17:01:04.734Z] OPTIONS /api/trainer/enrollments
[2026-06-02T17:01:04.737Z] GET /api/trainer/enrollments
[2026-06-02T17:01:16.084Z] OPTIONS /api/notifications/unread-count
[2026-06-02T17:01:16.087Z] GET /api/notifications/unread-count
[2026-06-02T17:01:34.738Z] OPTIONS /api/trainer/enrollments
[2026-06-02T17:01:34.756Z] GET /api/trainer/enrollments
[2026-06-02T17:01:46.081Z] OPTIONS /api/notifications/unread-count
[2026-06-02T17:01:46.100Z] GET /api/notifications/unread-count
[2026-06-02T17:02:04.729Z] OPTIONS /api/trainer/enrollments
[2026-06-02T17:02:04.732Z] GET /api/trainer/enrollments
[2026-06-02T17:02:16.079Z] OPTIONS /api/notifications/unread-count
[2026-06-02T17:02:16.083Z] GET /api/notifications/unread-count
[2026-06-02T17:02:34.738Z] OPTIONS /api/trainer/enrollments
[2026-06-02T17:02:34.742Z] GET /api/trainer/enrollments
[2026-06-02T17:02:46.091Z] OPTIONS /api/notifications/unread-count
[2026-06-02T17:02:46.109Z] GET /api/notifications/unread-count
[2026-06-02T17:03:04.725Z] OPTIONS /api/trainer/enrollments
[2026-06-02T17:03:04.743Z] GET /api/trainer/enrollments
[2026-06-02T17:03:16.085Z] OPTIONS /api/notifications/unread-count
[2026-06-02T17:03:16.089Z] GET /api/notifications/unread-count
[2026-06-02T17:03:16.103Z] OPTIONS /api/auth/refresh
[2026-06-02T17:03:16.105Z] POST /api/auth/refresh
[2026-06-02T17:03:16.152Z] GET /api/notifications/unread-count
[2026-06-02T17:03:34.742Z] OPTIONS /api/trainer/enrollments
[2026-06-02T17:03:34.745Z] GET /api/trainer/enrollments
[2026-06-02T17:03:46.088Z] OPTIONS /api/notifications/unread-count
[2026-06-02T17:03:46.106Z] GET /api/notifications/unread-count
[2026-06-02T17:04:04.731Z] OPTIONS /api/trainer/enrollments
[2026-06-02T17:04:04.740Z] GET /api/trainer/enrollments
[2026-06-02T17:04:16.093Z] OPTIONS /api/notifications/unread-count
[2026-06-02T17:04:16.097Z] GET /api/notifications/unread-count
[2026-06-02T17:04:34.726Z] OPTIONS /api/trainer/enrollments
[2026-06-02T17:04:34.729Z] GET /api/trainer/enrollments
[2026-06-02T17:04:46.088Z] OPTIONS /api/notifications/unread-count
[2026-06-02T17:04:46.092Z] GET /api/notifications/unread-count
[2026-06-02T17:05:04.737Z] OPTIONS /api/trainer/enrollments
[2026-06-02T17:05:04.750Z] GET /api/trainer/enrollments
[2026-06-02T17:05:16.088Z] OPTIONS /api/notifications/unread-count
[2026-06-02T17:05:16.092Z] GET /api/notifications/unread-count
[2026-06-02T17:05:34.726Z] OPTIONS /api/trainer/enrollments
[2026-06-02T17:05:34.742Z] GET /api/trainer/enrollments
[2026-06-02T17:05:46.088Z] OPTIONS /api/notifications/unread-count
[2026-06-02T17:05:46.106Z] GET /api/notifications/unread-count
[2026-06-02T17:06:04.734Z] OPTIONS /api/trainer/enrollments
[2026-06-02T17:06:04.751Z] GET /api/trainer/enrollments
[2026-06-02T17:06:16.091Z] OPTIONS /api/notifications/unread-count
[2026-06-02T17:06:16.096Z] GET /api/notifications/unread-count
[2026-06-02T17:06:34.739Z] OPTIONS /api/trainer/enrollments
[2026-06-02T17:06:34.756Z] GET /api/trainer/enrollments
[2026-06-02T17:06:46.088Z] OPTIONS /api/notifications/unread-count
[2026-06-02T17:06:46.110Z] GET /api/notifications/unread-count
[2026-06-02T17:07:04.729Z] OPTIONS /api/trainer/enrollments
[2026-06-02T17:07:04.746Z] GET /api/trainer/enrollments
[2026-06-02T17:07:16.083Z] OPTIONS /api/notifications/unread-count
[2026-06-02T17:07:16.084Z] GET /api/notifications/unread-count
[2026-06-02T17:07:34.736Z] OPTIONS /api/trainer/enrollments
[2026-06-02T17:07:34.753Z] GET /api/trainer/enrollments
[2026-06-02T17:07:46.083Z] OPTIONS /api/notifications/unread-count
[2026-06-02T17:07:46.099Z] GET /api/notifications/unread-count
[2026-06-02T17:08:04.725Z] OPTIONS /api/trainer/enrollments
[2026-06-02T17:08:04.728Z] GET /api/trainer/enrollments
[2026-06-02T17:08:16.079Z] OPTIONS /api/notifications/unread-count
[2026-06-02T17:08:16.082Z] GET /api/notifications/unread-count
[2026-06-02T17:08:34.731Z] OPTIONS /api/trainer/enrollments
[2026-06-02T17:08:34.733Z] GET /api/trainer/enrollments
[2026-06-02T17:08:46.078Z] OPTIONS /api/notifications/unread-count
[2026-06-02T17:08:46.081Z] GET /api/notifications/unread-count
[2026-06-02T17:09:05.210Z] OPTIONS /api/trainer/enrollments
[2026-06-02T17:09:05.213Z] GET /api/trainer/enrollments
[2026-06-02T17:09:16.214Z] OPTIONS /api/notifications/unread-count
[2026-06-02T17:09:16.227Z] GET /api/notifications/unread-count
[2026-06-02T17:09:35.216Z] OPTIONS /api/trainer/enrollments
[2026-06-02T17:09:35.220Z] GET /api/trainer/enrollments
[2026-06-02T17:09:46.222Z] OPTIONS /api/notifications/unread-count
[2026-06-02T17:09:46.224Z] GET /api/notifications/unread-count
[2026-06-02T17:10:08.119Z] OPTIONS /api/notifications/unread-count
[2026-06-02T17:10:08.121Z] OPTIONS /api/trainer/enrollments
[2026-06-02T17:10:08.125Z] GET /api/notifications/unread-count
[2026-06-02T17:10:08.131Z] GET /api/trainer/enrollments
[2026-06-02T17:10:16.092Z] OPTIONS /api/notifications/unread-count
[2026-06-02T17:10:16.096Z] GET /api/notifications/unread-count
[2026-06-02T17:10:35.278Z] OPTIONS /api/trainer/enrollments
[2026-06-02T17:10:35.359Z] GET /api/trainer/enrollments
[2026-06-02T17:10:46.210Z] OPTIONS /api/notifications/unread-count
[2026-06-02T17:10:46.213Z] GET /api/notifications/unread-count
[2026-06-02T17:11:02.479Z] OPTIONS /api/notifications/unread-count
[2026-06-02T17:11:02.487Z] GET /api/notifications/unread-count
[2026-06-02T17:11:05.121Z] OPTIONS /api/trainer/enrollments
[2026-06-02T17:11:05.129Z] GET /api/notifications/unread-count
[2026-06-02T17:11:05.187Z] GET /api/trainer/enrollments
[2026-06-02T17:11:16.207Z] OPTIONS /api/notifications/unread-count
[2026-06-02T17:11:16.210Z] GET /api/notifications/unread-count
[2026-06-02T17:11:35.214Z] OPTIONS /api/trainer/enrollments
[2026-06-02T17:11:35.218Z] GET /api/trainer/enrollments
[2026-06-02T17:11:46.224Z] OPTIONS /api/notifications/unread-count
[2026-06-02T17:11:46.227Z] GET /api/notifications/unread-count
[2026-06-02T17:12:05.214Z] OPTIONS /api/trainer/enrollments
[2026-06-02T17:12:05.217Z] GET /api/trainer/enrollments
[2026-06-02T17:13:11.218Z] OPTIONS /api/notifications/unread-count
[2026-06-02T17:13:11.234Z] OPTIONS /api/trainer/enrollments
[2026-06-02T17:13:11.236Z] GET /api/notifications/unread-count
[2026-06-02T17:13:11.239Z] GET /api/trainer/enrollments
[2026-06-02T17:14:11.209Z] OPTIONS /api/notifications/unread-count
[2026-06-02T17:14:11.220Z] OPTIONS /api/trainer/enrollments
[2026-06-02T17:14:11.224Z] GET /api/notifications/unread-count
[2026-06-02T17:14:11.226Z] GET /api/trainer/enrollments
[2026-06-02T17:15:11.210Z] OPTIONS /api/notifications/unread-count
[2026-06-02T17:15:11.227Z] OPTIONS /api/trainer/enrollments
[2026-06-02T17:15:11.229Z] GET /api/notifications/unread-count
[2026-06-02T17:15:11.231Z] GET /api/trainer/enrollments
[2026-06-02T17:16:11.220Z] OPTIONS /api/notifications/unread-count
[2026-06-02T17:16:11.221Z] OPTIONS /api/trainer/enrollments
[2026-06-02T17:16:11.223Z] GET /api/notifications/unread-count
[2026-06-02T17:16:11.226Z] GET /api/trainer/enrollments
[2026-06-02T17:17:11.220Z] OPTIONS /api/notifications/unread-count
[2026-06-02T17:17:11.222Z] OPTIONS /api/trainer/enrollments
[2026-06-02T17:17:11.231Z] GET /api/notifications/unread-count
[2026-06-02T17:17:11.235Z] GET /api/trainer/enrollments
[2026-06-02T17:18:11.217Z] OPTIONS /api/notifications/unread-count
[2026-06-02T17:18:11.219Z] OPTIONS /api/trainer/enrollments
[2026-06-02T17:18:11.220Z] GET /api/notifications/unread-count
[2026-06-02T17:18:11.222Z] GET /api/trainer/enrollments
[2026-06-02T17:19:11.231Z] OPTIONS /api/notifications/unread-count
[2026-06-02T17:19:11.233Z] OPTIONS /api/trainer/enrollments
[2026-06-02T17:19:11.235Z] GET /api/notifications/unread-count
[2026-06-02T17:19:11.241Z] GET /api/trainer/enrollments
[2026-06-02T17:19:11.261Z] OPTIONS /api/auth/refresh
[2026-06-02T17:19:11.263Z] POST /api/auth/refresh
[2026-06-02T17:19:11.310Z] GET /api/trainer/enrollments
[2026-06-02T17:19:11.312Z] GET /api/notifications/unread-count
[2026-06-02T17:20:11.216Z] OPTIONS /api/notifications/unread-count
[2026-06-02T17:20:11.226Z] OPTIONS /api/trainer/enrollments
[2026-06-02T17:20:11.228Z] GET /api/notifications/unread-count
[2026-06-02T17:20:11.230Z] GET /api/trainer/enrollments
[2026-06-02T17:21:11.228Z] OPTIONS /api/notifications/unread-count
[2026-06-02T17:21:11.230Z] OPTIONS /api/trainer/enrollments
[2026-06-02T17:21:11.231Z] GET /api/notifications/unread-count
[2026-06-02T17:21:11.233Z] GET /api/trainer/enrollments
[2026-06-02T17:22:11.219Z] OPTIONS /api/notifications/unread-count
[2026-06-02T17:22:11.220Z] OPTIONS /api/trainer/enrollments
[2026-06-02T17:22:11.221Z] GET /api/notifications/unread-count
[2026-06-02T17:22:11.223Z] GET /api/trainer/enrollments
[2026-06-02T17:23:11.218Z] OPTIONS /api/notifications/unread-count
[2026-06-02T17:23:11.235Z] OPTIONS /api/trainer/enrollments
[2026-06-02T17:23:11.237Z] GET /api/notifications/unread-count
[2026-06-02T17:23:11.240Z] GET /api/trainer/enrollments
[2026-06-02T17:24:11.210Z] OPTIONS /api/notifications/unread-count
[2026-06-02T17:24:11.224Z] OPTIONS /api/trainer/enrollments
[2026-06-02T17:24:11.225Z] GET /api/notifications/unread-count
[2026-06-02T17:24:11.227Z] GET /api/trainer/enrollments
[2026-06-02T17:25:11.216Z] OPTIONS /api/notifications/unread-count
[2026-06-02T17:25:11.231Z] OPTIONS /api/trainer/enrollments
[2026-06-02T17:25:11.233Z] GET /api/notifications/unread-count
[2026-06-02T17:25:11.235Z] GET /api/trainer/enrollments
[2026-06-02T17:26:11.219Z] OPTIONS /api/notifications/unread-count
[2026-06-02T17:26:11.220Z] OPTIONS /api/trainer/enrollments
[2026-06-02T17:26:11.221Z] GET /api/notifications/unread-count
[2026-06-02T17:26:11.223Z] GET /api/trainer/enrollments
[2026-06-02T17:27:11.217Z] OPTIONS /api/notifications/unread-count
[2026-06-02T17:27:11.229Z] OPTIONS /api/trainer/enrollments
[2026-06-02T17:27:11.235Z] GET /api/notifications/unread-count
[2026-06-02T17:27:11.237Z] GET /api/trainer/enrollments
[2026-06-02T17:28:11.206Z] OPTIONS /api/notifications/unread-count
[2026-06-02T17:28:11.207Z] OPTIONS /api/trainer/enrollments
[2026-06-02T17:28:11.208Z] GET /api/notifications/unread-count
[2026-06-02T17:28:11.210Z] GET /api/trainer/enrollments
[2026-06-02T17:29:11.216Z] OPTIONS /api/notifications/unread-count
[2026-06-02T17:29:11.227Z] OPTIONS /api/trainer/enrollments
[2026-06-02T17:29:11.229Z] GET /api/notifications/unread-count
[2026-06-02T17:29:11.230Z] GET /api/trainer/enrollments
[Cron] Running session reminder check...
[2026-06-02T17:30:11.207Z] OPTIONS /api/notifications/unread-count
[2026-06-02T17:30:11.223Z] OPTIONS /api/trainer/enrollments
[2026-06-02T17:30:11.226Z] GET /api/notifications/unread-count
[2026-06-02T17:30:11.228Z] GET /api/trainer/enrollments
[2026-06-02T17:31:11.217Z] OPTIONS /api/notifications/unread-count
[2026-06-02T17:31:11.219Z] OPTIONS /api/trainer/enrollments
[2026-06-02T17:31:11.220Z] GET /api/notifications/unread-count
[2026-06-02T17:31:11.222Z] GET /api/trainer/enrollments
[2026-06-02T17:32:11.213Z] OPTIONS /api/notifications/unread-count
[2026-06-02T17:32:11.228Z] OPTIONS /api/trainer/enrollments
[2026-06-02T17:32:11.230Z] GET /api/notifications/unread-count
[2026-06-02T17:32:11.232Z] GET /api/trainer/enrollments
[2026-06-02T17:33:11.213Z] OPTIONS /api/notifications/unread-count
[2026-06-02T17:33:11.228Z] OPTIONS /api/trainer/enrollments
[2026-06-02T17:33:11.232Z] GET /api/notifications/unread-count
[2026-06-02T17:33:11.234Z] GET /api/trainer/enrollments
[2026-06-02T17:34:11.213Z] OPTIONS /api/notifications/unread-count
[2026-06-02T17:34:11.229Z] OPTIONS /api/trainer/enrollments
[2026-06-02T17:34:11.232Z] GET /api/notifications/unread-count
[2026-06-02T17:34:11.234Z] GET /api/trainer/enrollments
[2026-06-02T17:34:11.237Z] OPTIONS /api/auth/refresh
[2026-06-02T17:34:11.239Z] POST /api/auth/refresh
[2026-06-02T17:34:11.260Z] GET /api/trainer/enrollments
[2026-06-02T17:34:11.261Z] GET /api/notifications/unread-count
[2026-06-02T17:35:11.207Z] OPTIONS /api/notifications/unread-count
[2026-06-02T17:35:11.218Z] OPTIONS /api/trainer/enrollments
[2026-06-02T17:35:11.220Z] GET /api/notifications/unread-count
[2026-06-02T17:35:11.222Z] GET /api/trainer/enrollments
[2026-06-02T17:36:11.208Z] OPTIONS /api/notifications/unread-count
[2026-06-02T17:36:11.219Z] OPTIONS /api/trainer/enrollments
[2026-06-02T17:36:11.221Z] GET /api/notifications/unread-count
[2026-06-02T17:36:11.224Z] GET /api/trainer/enrollments
[2026-06-02T17:37:11.212Z] OPTIONS /api/notifications/unread-count
[2026-06-02T17:37:11.229Z] OPTIONS /api/trainer/enrollments
[2026-06-02T17:37:11.236Z] GET /api/notifications/unread-count
[2026-06-02T17:37:11.237Z] GET /api/trainer/enrollments
[2026-06-02T17:38:11.220Z] OPTIONS /api/notifications/unread-count
[2026-06-02T17:38:11.235Z] OPTIONS /api/trainer/enrollments
[2026-06-02T17:38:11.238Z] GET /api/notifications/unread-count
[2026-06-02T17:38:11.241Z] GET /api/trainer/enrollments
[2026-06-02T17:39:11.217Z] OPTIONS /api/notifications/unread-count
[2026-06-02T17:39:11.233Z] OPTIONS /api/trainer/enrollments
[2026-06-02T17:39:11.237Z] GET /api/notifications/unread-count
[2026-06-02T17:39:11.240Z] GET /api/trainer/enrollments
[2026-06-02T17:40:14.190Z] OPTIONS /api/trainer/enrollments
[2026-06-02T17:40:14.191Z] OPTIONS /api/notifications/unread-count
[2026-06-02T17:40:14.202Z] GET /api/trainer/enrollments
[2026-06-02T17:40:14.211Z] GET /api/notifications/unread-count
[2026-06-02T17:41:11.209Z] OPTIONS /api/notifications/unread-count
[2026-06-02T17:41:11.211Z] OPTIONS /api/trainer/enrollments
[2026-06-02T17:41:11.212Z] GET /api/notifications/unread-count
[2026-06-02T17:41:11.214Z] GET /api/trainer/enrollments
[2026-06-02T17:42:11.214Z] OPTIONS /api/notifications/unread-count
[2026-06-02T17:42:11.224Z] OPTIONS /api/trainer/enrollments
[2026-06-02T17:42:11.227Z] GET /api/notifications/unread-count
[2026-06-02T17:42:11.228Z] GET /api/trainer/enrollments
[2026-06-02T17:43:11.216Z] OPTIONS /api/notifications/unread-count
[2026-06-02T17:43:11.230Z] OPTIONS /api/trainer/enrollments
[2026-06-02T17:43:11.232Z] GET /api/notifications/unread-count
[2026-06-02T17:43:11.234Z] GET /api/trainer/enrollments
[2026-06-02T17:44:11.209Z] OPTIONS /api/notifications/unread-count
[2026-06-02T17:44:11.221Z] OPTIONS /api/trainer/enrollments
